Interval,CSVdata
2019-01-21 10:28:13.440,2019-01-21 10:27:55.780
2019-01-21 10:28:31.770,2019-01-21 10:28:13.440
2019-01-21 10:28:51.970,2019-01-21 10:28:31.770
2019-01-21 10:29:10.740,2019-01-21 10:28:51.970
2019-01-21 10:29:30.020,2019-01-21 10:29:10.740
2019-01-21 10:29:48.920,2019-01-21 10:29:30.020
2019-01-21 10:30:07.180,2019-01-21 10:29:48.920
2019-01-21 10:30:25.630,2019-01-21 10:30:07.180
2019-01-21 10:30:44.370,2019-01-21 10:30:25.630
2019-01-21 10:31:01.930,2019-01-21 10:30:44.370
2019-01-21 10:31:20.090,2019-01-21 10:31:01.930
2019-01-21 10:31:39.800,2019-01-21 10:31:20.090
2019-01-21 10:31:59.340,2019-01-21 10:31:39.800
2019-01-21 10:32:17.120,2019-01-21 10:31:59.340
2019-01-21 10:32:35.360,2019-01-21 10:32:17.120
2019-01-21 10:32:53.650,2019-01-21 10:32:35.360
2019-01-21 10:33:12.440,2019-01-21 10:32:53.650
2019-01-21 10:33:30.960,2019-01-21 10:33:12.440
2019-01-21 10:33:49.660,2019-01-21 10:33:30.960
2019-01-21 10:34:09.160,2019-01-21 10:33:49.660
2019-01-21 10:34:28.750,2019-01-21 10:34:09.160
2019-01-21 10:34:46.800,2019-01-21 10:34:28.750
2019-01-21 10:35:05.340,2019-01-21 10:34:46.800
2019-01-21 10:35:22.930,2019-01-21 10:35:05.340
2019-01-21 10:35:41.870,2019-01-21 10:35:22.930
2019-01-21 10:35:59.790,2019-01-21 10:35:41.870
2019-01-21 10:36:17.660,2019-01-21 10:35:59.790
2019-01-21 10:36:35.360,2019-01-21 10:36:17.660
2019-01-21 10:36:54.330,2019-01-21 10:36:35.360
2019-01-21 10:37:14.060,2019-01-21 10:36:54.330
2019-01-21 10:37:32.720,2019-01-21 10:37:14.060
2019-01-21 10:37:49.970,2019-01-21 10:37:32.720
2019-01-21 10:38:09.240,2019-01-21 10:37:49.970
2019-01-21 10:38:26.780,2019-01-21 10:38:09.240
2019-01-21 10:38:44.660,2019-01-21 10:38:26.780
2019-01-21 10:39:03.040,2019-01-21 10:38:44.670
2019-01-21 10:39:21.260,2019-01-21 10:39:03.040
2019-01-21 10:39:39.370,2019-01-21 10:39:21.260
2019-01-21 10:39:58.910,2019-01-21 10:39:39.370
2019-01-21 10:40:17.730,2019-01-21 10:39:58.910
2019-01-21 10:40:35.680,2019-01-21 10:40:17.730
2019-01-21 10:40:52.300,2019-01-21 10:40:35.680
2019-01-21 10:41:11.250,2019-01-21 10:40:52.300
2019-01-21 10:41:30.030,2019-01-21 10:41:11.250
2019-01-21 10:41:47.240,2019-01-21 10:41:30.030
2019-01-21 10:42:05.340,2019-01-21 10:41:47.240
2019-01-21 10:42:23.340,2019-01-21 10:42:05.340
2019-01-21 10:42:41.130,2019-01-21 10:42:23.340
2019-01-21 10:42:58.740,2019-01-21 10:42:41.130
2019-01-21 10:43:16.540,2019-01-21 10:42:58.740
2019-01-21 10:43:34.790,2019-01-21 10:43:16.540
2019-01-21 10:43:54.920,2019-01-21 10:43:34.790
2019-01-21 10:44:12.150,2019-01-21 10:43:54.920
2019-01-21 10:44:32.020,2019-01-21 10:44:12.150
2019-01-21 10:44:51.420,2019-01-21 10:44:32.020
2019-01-21 10:45:09.630,2019-01-21 10:44:51.420
2019-01-21 10:45:30.530,2019-01-21 10:45:09.630
2019-01-21 10:45:49.930,2019-01-21 10:45:30.530
2019-01-21 10:46:08.290,2019-01-21 10:45:49.930
2019-01-21 10:46:26.570,2019-01-21 10:46:08.290
2019-01-21 10:46:44.870,2019-01-21 10:46:26.570
2019-01-21 10:47:03.130,2019-01-21 10:46:44.870
2019-01-21 10:47:21.160,2019-01-21 10:47:03.130
2019-01-21 10:47:39.170,2019-01-21 10:47:21.160
2019-01-21 10:47:58.700,2019-01-21 10:47:39.170
2019-01-21 10:48:18.020,2019-01-21 10:47:58.700
2019-01-21 10:48:35.990,2019-01-21 10:48:18.020
2019-01-21 10:48:54.530,2019-01-21 10:48:35.990
2019-01-21 10:49:13.240,2019-01-21 10:48:54.530
2019-01-21 10:49:31.600,2019-01-21 10:49:13.240
2019-01-21 10:49:49.680,2019-01-21 10:49:31.600
2019-01-21 10:50:08.970,2019-01-21 10:49:49.680
2019-01-21 10:50:27.880,2019-01-21 10:50:08.970
2019-01-21 10:50:46.870,2019-01-21 10:50:27.880
2019-01-21 10:51:07.460,2019-01-21 10:50:46.870
2019-01-21 10:51:26.620,2019-01-21 10:51:07.460
2019-01-21 10:51:45.660,2019-01-21 10:51:26.620
2019-01-21 10:52:05.890,2019-01-21 10:51:45.660
2019-01-21 10:52:25.730,2019-01-21 10:52:05.890
2019-01-21 10:52:45.290,2019-01-21 10:52:25.730
2019-01-21 10:53:03.030,2019-01-21 10:52:45.290
2019-01-21 10:53:20.790,2019-01-21 10:53:03.030
2019-01-21 10:53:38.700,2019-01-21 10:53:20.790
2019-01-21 10:53:57.070,2019-01-21 10:53:38.700
2019-01-21 10:54:15.490,2019-01-21 10:53:57.070
2019-01-21 10:54:35.240,2019-01-21 10:54:15.490
2019-01-21 10:54:55.510,2019-01-21 10:54:35.240
2019-01-21 10:55:13.600,2019-01-21 10:54:55.510
2019-01-21 10:55:31.810,2019-01-21 10:55:13.600
2019-01-21 10:55:49.000,2019-01-21 10:55:31.810
2019-01-21 10:56:07.150,2019-01-21 10:55:48.000
2019-01-21 10:56:25.600,2019-01-21 10:56:07.150
2019-01-21 10:56:44.630,2019-01-21 10:56:25.600
2019-01-21 10:57:02.870,2019-01-21 10:56:44.630
2019-01-21 10:57:20.070,2019-01-21 10:57:02.870
2019-01-21 10:57:38.260,2019-01-21 10:57:20.070
2019-01-21 10:57:56.130,2019-01-21 10:57:38.260
2019-01-21 10:58:14.260,2019-01-21 10:57:56.130
2019-01-21 10:58:32.920,2019-01-21 10:58:14.260
2019-01-21 10:58:51.430,2019-01-21 10:58:32.920
2019-01-21 10:59:08.710,2019-01-21 10:58:51.430
2019-01-21 10:59:25.580,2019-01-21 10:59:08.710
2019-01-21 10:59:43.810,2019-01-21 10:59:25.580
2019-01-21 11:00:02.210,2019-01-21 10:59:43.810
2019-01-21 11:00:20.610,2019-01-21 11:00:02.210
2019-01-21 11:00:39.180,2019-01-21 11:00:20.610
2019-01-21 11:00:56.520,2019-01-21 11:00:39.180
2019-01-21 11:01:15.280,2019-01-21 11:00:56.520
2019-01-21 11:01:33.320,2019-01-21 11:01:15.280
2019-01-21 11:01:51.730,2019-01-21 11:01:33.320
2019-01-21 11:02:11.330,2019-01-21 11:01:51.730
2019-01-21 11:02:30.080,2019-01-21 11:02:11.330
2019-01-21 11:02:48.710,2019-01-21 11:02:30.080
2019-01-21 11:03:07.580,2019-01-21 11:02:48.710
2019-01-21 11:03:26.290,2019-01-21 11:03:07.580
2019-01-21 11:03:44.070,2019-01-21 11:03:26.290
2019-01-21 11:04:01.250,2019-01-21 11:03:44.070
2019-01-21 11:04:20.460,2019-01-21 11:04:01.250
2019-01-21 11:04:39.440,2019-01-21 11:04:20.460
2019-01-21 11:04:57.710,2019-01-21 11:04:39.440
2019-01-21 11:05:16.390,2019-01-21 11:04:57.710
2019-01-21 11:05:35.140,2019-01-21 11:05:16.390
2019-01-21 11:05:53.590,2019-01-21 11:05:35.140
2019-01-21 11:06:10.620,2019-01-21 11:05:53.590
2019-01-21 11:06:29.680,2019-01-21 11:06:10.620
2019-01-21 11:06:49.550,2019-01-21 11:06:29.680
2019-01-21 11:07:07.970,2019-01-21 11:06:49.550
2019-01-21 11:07:26.350,2019-01-21 11:07:07.970
2019-01-21 11:07:45.000,2019-01-21 11:07:26.350
2019-01-21 11:08:03.850,2019-01-21 11:07:44.000
2019-01-21 11:08:23.020,2019-01-21 11:08:03.850
2019-01-21 11:08:40.670,2019-01-21 11:08:23.020
2019-01-21 11:08:57.750,2019-01-21 11:08:40.670
2019-01-21 11:09:17.130,2019-01-21 11:08:57.750
2019-01-21 11:09:34.630,2019-01-21 11:09:17.130
2019-01-21 11:09:51.790,2019-01-21 11:09:34.630
2019-01-21 11:10:10.920,2019-01-21 11:09:51.790
2019-01-21 11:10:30.270,2019-01-21 11:10:10.920
2019-01-21 11:10:48.880,2019-01-21 11:10:30.270
2019-01-21 11:11:07.710,2019-01-21 11:10:48.880
2019-01-21 11:11:24.900,2019-01-21 11:11:07.710
2019-01-21 11:11:43.650,2019-01-21 11:11:24.900
2019-01-21 11:12:01.540,2019-01-21 11:11:43.650
2019-01-21 11:12:18.560,2019-01-21 11:12:01.540
2019-01-21 11:12:37.380,2019-01-21 11:12:18.560
2019-01-21 11:12:55.650,2019-01-21 11:12:37.380
2019-01-21 11:13:13.800,2019-01-21 11:12:55.650
2019-01-21 11:13:33.110,2019-01-21 11:13:13.800
2019-01-21 11:13:50.680,2019-01-21 11:13:33.110
2019-01-21 11:14:08.050,2019-01-21 11:13:50.680
2019-01-21 11:14:26.510,2019-01-21 11:14:08.050
2019-01-21 11:14:43.920,2019-01-21 11:14:26.510
2019-01-21 11:15:02.320,2019-01-21 11:14:43.920
2019-01-21 11:15:20.450,2019-01-21 11:15:02.320
2019-01-21 11:15:38.940,2019-01-21 11:15:20.450
2019-01-21 11:15:58.060,2019-01-21 11:15:38.940
2019-01-21 11:16:14.950,2019-01-21 11:15:58.060
2019-01-21 11:16:32.590,2019-01-21 11:16:14.950
2019-01-21 11:16:50.170,2019-01-21 11:16:32.590
2019-01-21 11:17:06.550,2019-01-21 11:16:50.170
2019-01-21 11:17:25.180,2019-01-21 11:17:06.550
2019-01-21 11:17:43.750,2019-01-21 11:17:25.180
2019-01-21 11:18:02.140,2019-01-21 11:17:43.750
2019-01-21 11:18:20.850,2019-01-21 11:18:02.140
2019-01-21 11:18:38.760,2019-01-21 11:18:20.850
2019-01-21 11:18:53.430,2019-01-21 11:18:38.760
2019-01-21 11:19:13.740,2019-01-21 11:18:53.430
2019-01-21 11:19:33.020,2019-01-21 11:19:13.740
2019-01-21 11:19:51.880,2019-01-21 11:19:33.020
2019-01-21 11:20:11.040,2019-01-21 11:19:51.880
2019-01-21 11:20:28.310,2019-01-21 11:20:11.040
2019-01-21 11:20:45.990,2019-01-21 11:20:28.310
2019-01-21 11:21:03.390,2019-01-21 11:20:45.990
2019-01-21 11:21:22.280,2019-01-21 11:21:03.390
2019-01-21 11:21:40.970,2019-01-21 11:21:22.280
2019-01-21 11:21:59.430,2019-01-21 11:21:40.970
2019-01-21 11:22:17.580,2019-01-21 11:21:59.430
2019-01-21 11:22:35.950,2019-01-21 11:22:17.580
2019-01-21 11:22:52.700,2019-01-21 11:22:35.950
2019-01-21 11:23:09.910,2019-01-21 11:22:52.700
2019-01-21 11:23:28.910,2019-01-21 11:23:09.910
2019-01-21 11:23:46.310,2019-01-21 11:23:28.910
2019-01-21 11:24:04.210,2019-01-21 11:23:46.310
2019-01-21 11:24:22.370,2019-01-21 11:24:04.210
2019-01-21 11:24:39.730,2019-01-21 11:24:22.370
2019-01-21 11:24:58.620,2019-01-21 11:24:39.730
2019-01-21 11:25:17.090,2019-01-21 11:24:58.620
2019-01-21 11:25:35.180,2019-01-21 11:25:17.090
2019-01-21 11:25:54.550,2019-01-21 11:25:35.180
2019-01-21 11:26:12.520,2019-01-21 11:25:54.550
2019-01-21 11:26:29.190,2019-01-21 11:26:12.520
2019-01-21 11:26:47.210,2019-01-21 11:26:29.190
2019-01-21 11:27:05.060,2019-01-21 11:26:47.210
2019-01-21 11:27:22.730,2019-01-21 11:27:05.060
2019-01-21 11:27:40.110,2019-01-21 11:27:22.730
2019-01-21 11:27:58.550,2019-01-21 11:27:40.110
2019-01-21 11:28:17.260,2019-01-21 11:27:58.550
2019-01-21 11:28:34.010,2019-01-21 11:28:17.260
2019-01-21 11:28:51.080,2019-01-21 11:28:34.010
2019-01-21 11:29:08.630,2019-01-21 11:28:51.080
2019-01-21 11:29:27.300,2019-01-21 11:29:08.630
2019-01-21 11:29:45.950,2019-01-21 11:29:27.300
2019-01-21 11:30:04.530,2019-01-21 11:29:45.950
2019-01-21 11:30:23.020,2019-01-21 11:30:04.530
2019-01-21 11:30:40.570,2019-01-21 11:30:23.020
2019-01-21 11:30:59.490,2019-01-21 11:30:40.570
2019-01-21 11:31:19.000,2019-01-21 11:30:59.490
2019-01-21 11:31:37.100,2019-01-21 11:31:18.000
2019-01-21 11:31:55.250,2019-01-21 11:31:37.100
2019-01-21 11:32:13.360,2019-01-21 11:31:55.250
2019-01-21 11:32:32.760,2019-01-21 11:32:13.360
2019-01-21 11:32:52.770,2019-01-21 11:32:32.760
2019-01-21 11:33:10.450,2019-01-21 11:32:52.770
2019-01-21 11:33:27.410,2019-01-21 11:33:10.450
2019-01-21 11:33:46.410,2019-01-21 11:33:27.410
2019-01-21 11:34:02.430,2019-01-21 11:33:46.410
2019-01-21 11:34:21.610,2019-01-21 11:34:02.430
2019-01-21 11:34:39.890,2019-01-21 11:34:21.610
2019-01-21 11:34:57.310,2019-01-21 11:34:39.890
2019-01-21 11:35:15.120,2019-01-21 11:34:57.310
2019-01-21 11:35:32.760,2019-01-21 11:35:15.120
2019-01-21 11:35:51.750,2019-01-21 11:35:32.760
2019-01-21 11:36:10.610,2019-01-21 11:35:51.750
2019-01-21 11:36:28.050,2019-01-21 11:36:10.610
2019-01-21 11:36:46.670,2019-01-21 11:36:28.050
2019-01-21 11:37:05.990,2019-01-21 11:36:46.670
2019-01-21 11:37:24.080,2019-01-21 11:37:05.990
2019-01-21 11:37:42.730,2019-01-21 11:37:24.080
2019-01-21 11:38:02.630,2019-01-21 11:37:42.730
2019-01-21 11:38:21.700,2019-01-21 11:38:02.630
2019-01-21 11:38:39.790,2019-01-21 11:38:21.700
2019-01-21 11:38:57.790,2019-01-21 11:38:39.790
2019-01-21 11:39:16.010,2019-01-21 11:38:57.790
2019-01-21 11:39:34.020,2019-01-21 11:39:16.010
2019-01-21 11:39:52.390,2019-01-21 11:39:34.020
2019-01-21 11:40:11.290,2019-01-21 11:39:52.390
2019-01-21 11:40:29.370,2019-01-21 11:40:11.290
2019-01-21 11:40:46.970,2019-01-21 11:40:29.370
2019-01-21 11:41:04.320,2019-01-21 11:40:46.970
2019-01-21 11:41:23.800,2019-01-21 11:41:04.320
2019-01-21 11:41:42.520,2019-01-21 11:41:23.800
2019-01-21 11:42:00.890,2019-01-21 11:41:42.520
2019-01-21 11:42:18.920,2019-01-21 11:42:00.890
2019-01-21 11:42:36.830,2019-01-21 11:42:18.920
2019-01-21 11:42:56.030,2019-01-21 11:42:36.830
2019-01-21 11:43:14.270,2019-01-21 11:42:56.030
2019-01-21 11:43:32.890,2019-01-21 11:43:14.270
2019-01-21 11:43:51.110,2019-01-21 11:43:32.890
2019-01-21 11:44:08.700,2019-01-21 11:43:51.110
2019-01-21 11:44:26.730,2019-01-21 11:44:08.700
2019-01-21 11:44:44.900,2019-01-21 11:44:26.730
2019-01-21 11:45:03.650,2019-01-21 11:44:44.900
2019-01-21 11:45:23.290,2019-01-21 11:45:03.650
2019-01-21 11:45:41.030,2019-01-21 11:45:23.290
2019-01-21 11:45:57.440,2019-01-21 11:45:41.030
2019-01-21 11:46:15.740,2019-01-21 11:45:57.440
2019-01-21 11:46:34.490,2019-01-21 11:46:15.740
2019-01-21 11:46:54.190,2019-01-21 11:46:34.490
2019-01-21 11:47:11.940,2019-01-21 11:46:54.190
2019-01-21 11:47:30.180,2019-01-21 11:47:11.940
2019-01-21 11:47:48.470,2019-01-21 11:47:30.180
2019-01-21 11:48:06.630,2019-01-21 11:47:48.470
2019-01-21 11:48:24.850,2019-01-21 11:48:06.630
2019-01-21 11:48:43.080,2019-01-21 11:48:24.850
2019-01-21 11:49:01.620,2019-01-21 11:48:43.080
2019-01-21 11:49:19.940,2019-01-21 11:49:01.620
2019-01-21 11:49:39.330,2019-01-21 11:49:19.940
2019-01-21 11:49:58.300,2019-01-21 11:49:39.330
2019-01-21 11:50:15.750,2019-01-21 11:49:58.300
2019-01-21 11:50:34.230,2019-01-21 11:50:15.750
2019-01-21 11:50:52.410,2019-01-21 11:50:34.230
2019-01-21 11:51:11.170,2019-01-21 11:50:52.410
2019-01-21 11:51:29.410,2019-01-21 11:51:11.170
2019-01-21 11:51:47.410,2019-01-21 11:51:29.410
2019-01-21 11:52:05.210,2019-01-21 11:51:47.410
2019-01-21 11:52:22.870,2019-01-21 11:52:05.210
2019-01-21 11:52:41.140,2019-01-21 11:52:22.870
2019-01-21 11:52:59.960,2019-01-21 11:52:41.140
2019-01-21 11:53:17.410,2019-01-21 11:52:59.960
2019-01-21 11:53:37.160,2019-01-21 11:53:17.410
2019-01-21 11:53:55.280,2019-01-21 11:53:37.160
2019-01-21 11:54:13.500,2019-01-21 11:53:55.280
2019-01-21 11:54:31.830,2019-01-21 11:54:13.500
2019-01-21 11:54:50.960,2019-01-21 11:54:31.830
2019-01-21 11:55:07.760,2019-01-21 11:54:50.960
2019-01-21 11:55:25.870,2019-01-21 11:55:07.760
2019-01-21 11:55:43.830,2019-01-21 11:55:25.870
2019-01-21 11:56:01.600,2019-01-21 11:55:43.830
2019-01-21 11:56:20.630,2019-01-21 11:56:01.600
2019-01-21 11:56:38.190,2019-01-21 11:56:20.630
2019-01-21 11:56:55.560,2019-01-21 11:56:38.190
2019-01-21 11:57:14.030,2019-01-21 11:56:55.560
2019-01-21 11:57:32.770,2019-01-21 11:57:14.030
2019-01-21 11:57:50.490,2019-01-21 11:57:32.770
2019-01-21 11:58:08.110,2019-01-21 11:57:50.490
2019-01-21 11:58:26.960,2019-01-21 11:58:08.110
2019-01-21 11:58:45.120,2019-01-21 11:58:26.960
2019-01-21 11:59:03.200,2019-01-21 11:58:45.120
2019-01-21 11:59:22.510,2019-01-21 11:59:03.200
2019-01-21 11:59:41.530,2019-01-21 11:59:22.510
2019-01-21 11:59:59.130,2019-01-21 11:59:41.530
2019-01-21 12:00:16.630,2019-01-21 11:59:59.130
2019-01-21 12:00:34.410,2019-01-21 12:00:16.630
2019-01-21 12:00:52.820,2019-01-21 12:00:34.410
2019-01-21 12:01:11.140,2019-01-21 12:00:52.820
2019-01-21 12:01:29.000,2019-01-21 12:01:11.140
2019-01-21 12:01:48.210,2019-01-21 12:01:29.000
2019-01-21 12:02:07.880,2019-01-21 12:01:48.210
2019-01-21 12:02:25.070,2019-01-21 12:02:07.880
2019-01-21 12:02:42.290,2019-01-21 12:02:25.070
2019-01-21 12:03:00.760,2019-01-21 12:02:42.290
2019-01-21 12:03:18.920,2019-01-21 12:03:00.760
2019-01-21 12:03:37.230,2019-01-21 12:03:18.920
2019-01-21 12:03:55.440,2019-01-21 12:03:37.230
2019-01-21 12:04:13.600,2019-01-21 12:03:55.440
2019-01-21 12:04:32.210,2019-01-21 12:04:13.600
2019-01-21 12:04:51.020,2019-01-21 12:04:32.210
2019-01-21 12:05:07.980,2019-01-21 12:04:51.020
2019-01-21 12:05:24.740,2019-01-21 12:05:07.980
2019-01-21 12:05:43.120,2019-01-21 12:05:24.740
2019-01-21 12:06:02.470,2019-01-21 12:05:43.120
2019-01-21 12:06:20.280,2019-01-21 12:06:02.470
2019-01-21 12:06:37.860,2019-01-21 12:06:20.280
2019-01-21 12:06:55.700,2019-01-21 12:06:37.860
2019-01-21 12:07:14.190,2019-01-21 12:06:55.700
2019-01-21 12:07:32.160,2019-01-21 12:07:14.190
2019-01-21 12:07:49.800,2019-01-21 12:07:32.160
2019-01-21 12:08:07.920,2019-01-21 12:07:49.800
2019-01-21 12:08:27.250,2019-01-21 12:08:07.920
2019-01-21 12:08:45.480,2019-01-21 12:08:27.250
2019-01-21 12:09:02.870,2019-01-21 12:08:45.480
2019-01-21 12:09:20.450,2019-01-21 12:09:02.870
2019-01-21 12:09:39.340,2019-01-21 12:09:20.450
2019-01-21 12:09:58.050,2019-01-21 12:09:39.340
2019-01-21 12:10:15.270,2019-01-21 12:09:58.050
2019-01-21 12:10:33.410,2019-01-21 12:10:15.270
2019-01-21 12:10:51.790,2019-01-21 12:10:33.410
2019-01-21 12:11:09.290,2019-01-21 12:10:51.790
2019-01-21 12:11:26.800,2019-01-21 12:11:09.290
2019-01-21 12:11:44.790,2019-01-21 12:11:26.800
2019-01-21 12:12:02.810,2019-01-21 12:11:44.790
2019-01-21 12:12:21.990,2019-01-21 12:12:02.810
2019-01-21 12:12:40.780,2019-01-21 12:12:21.990
2019-01-21 12:12:57.970,2019-01-21 12:12:40.780
2019-01-21 12:13:14.870,2019-01-21 12:12:57.970
2019-01-21 12:13:32.300,2019-01-21 12:13:14.870
2019-01-21 12:13:50.190,2019-01-21 12:13:32.300
2019-01-21 12:14:07.970,2019-01-21 12:13:50.190
2019-01-21 12:14:25.360,2019-01-21 12:14:07.970
2019-01-21 12:14:44.070,2019-01-21 12:14:25.360
2019-01-21 12:15:03.230,2019-01-21 12:14:44.070
2019-01-21 12:15:21.360,2019-01-21 12:15:03.230
2019-01-21 12:15:39.320,2019-01-21 12:15:21.360
2019-01-21 12:15:57.090,2019-01-21 12:15:39.320
2019-01-21 12:16:16.280,2019-01-21 12:15:57.090
2019-01-21 12:16:35.230,2019-01-21 12:16:16.280
2019-01-21 12:16:52.910,2019-01-21 12:16:35.230
2019-01-21 12:17:11.110,2019-01-21 12:16:52.910
2019-01-21 12:17:30.040,2019-01-21 12:17:11.110
2019-01-21 12:17:47.990,2019-01-21 12:17:30.040
2019-01-21 12:18:04.800,2019-01-21 12:17:47.990
2019-01-21 12:18:23.370,2019-01-21 12:18:04.800
2019-01-21 12:18:41.560,2019-01-21 12:18:23.370
2019-01-21 12:19:00.610,2019-01-21 12:18:41.560
2019-01-21 12:19:19.590,2019-01-21 12:19:00.610
2019-01-21 12:19:36.690,2019-01-21 12:19:19.590
2019-01-21 12:19:53.630,2019-01-21 12:19:36.690
2019-01-21 12:20:11.640,2019-01-21 12:19:53.630
2019-01-21 12:20:30.910,2019-01-21 12:20:11.640
2019-01-21 12:20:48.660,2019-01-21 12:20:30.910
2019-01-21 12:21:06.190,2019-01-21 12:20:48.660
2019-01-21 12:21:24.950,2019-01-21 12:21:06.190
2019-01-21 12:21:43.940,2019-01-21 12:21:24.950
2019-01-21 12:22:01.710,2019-01-21 12:21:43.940
2019-01-21 12:22:19.370,2019-01-21 12:22:01.710
2019-01-21 12:22:37.400,2019-01-21 12:22:19.370
2019-01-21 12:22:54.500,2019-01-21 12:22:37.400
2019-01-21 12:23:12.780,2019-01-21 12:22:54.500
2019-01-21 12:23:32.220,2019-01-21 12:23:12.790
2019-01-21 12:23:50.160,2019-01-21 12:23:32.220
2019-01-21 12:24:07.460,2019-01-21 12:23:50.160
2019-01-21 12:24:26.190,2019-01-21 12:24:07.460
2019-01-21 12:24:44.220,2019-01-21 12:24:26.190
2019-01-21 12:25:01.660,2019-01-21 12:24:44.220
2019-01-21 12:25:19.500,2019-01-21 12:25:01.660
2019-01-21 12:25:37.240,2019-01-21 12:25:19.500
2019-01-21 12:25:56.260,2019-01-21 12:25:37.240
2019-01-21 12:26:15.010,2019-01-21 12:25:56.260
2019-01-21 12:26:32.550,2019-01-21 12:26:15.010
2019-01-21 12:26:50.720,2019-01-21 12:26:32.550
2019-01-21 12:27:09.150,2019-01-21 12:26:50.720
2019-01-21 12:27:26.190,2019-01-21 12:27:09.150
2019-01-21 12:27:44.700,2019-01-21 12:27:26.190
2019-01-21 12:28:02.670,2019-01-21 12:27:44.700
2019-01-21 12:28:20.920,2019-01-21 12:28:02.670
2019-01-21 12:28:39.320,2019-01-21 12:28:20.920
2019-01-21 12:28:56.720,2019-01-21 12:28:39.320
2019-01-21 12:29:14.600,2019-01-21 12:28:56.720
2019-01-21 12:29:33.010,2019-01-21 12:29:14.600
2019-01-21 12:29:51.630,2019-01-21 12:29:33.010
2019-01-21 12:30:08.540,2019-01-21 12:29:51.630
2019-01-21 12:30:25.310,2019-01-21 12:30:08.540
2019-01-21 12:30:43.540,2019-01-21 12:30:25.310
2019-01-21 12:31:01.890,2019-01-21 12:30:43.540
2019-01-21 12:31:19.440,2019-01-21 12:31:01.890
2019-01-21 12:31:38.130,2019-01-21 12:31:19.440
2019-01-21 12:31:56.730,2019-01-21 12:31:38.130
2019-01-21 12:32:13.710,2019-01-21 12:31:56.730
2019-01-21 12:32:31.200,2019-01-21 12:32:13.710
2019-01-21 12:32:49.070,2019-01-21 12:32:31.200
2019-01-21 12:33:07.470,2019-01-21 12:32:49.070
2019-01-21 12:33:24.800,2019-01-21 12:33:07.470
2019-01-21 12:33:42.250,2019-01-21 12:33:24.800
2019-01-21 12:34:01.170,2019-01-21 12:33:42.250
2019-01-21 12:34:19.860,2019-01-21 12:34:01.170
2019-01-21 12:34:37.020,2019-01-21 12:34:19.860
2019-01-21 12:34:54.710,2019-01-21 12:34:37.020
2019-01-21 12:35:12.430,2019-01-21 12:34:54.710
2019-01-21 12:35:30.000,2019-01-21 12:35:12.430
2019-01-21 12:35:47.460,2019-01-21 12:35:30.000
2019-01-21 12:36:04.760,2019-01-21 12:35:47.460
2019-01-21 12:36:23.640,2019-01-21 12:36:04.760
2019-01-21 12:36:43.260,2019-01-21 12:36:23.640
2019-01-21 12:37:00.770,2019-01-21 12:36:43.260
2019-01-21 12:37:18.310,2019-01-21 12:37:00.770
2019-01-21 12:37:34.640,2019-01-21 12:37:18.310
2019-01-21 12:37:51.420,2019-01-21 12:37:34.640
2019-01-21 12:38:11.440,2019-01-21 12:37:51.420
2019-01-21 12:38:28.930,2019-01-21 12:38:11.440
2019-01-21 12:38:47.250,2019-01-21 12:38:28.930
2019-01-21 12:39:05.430,2019-01-21 12:38:47.250
2019-01-21 12:39:23.480,2019-01-21 12:39:05.430
2019-01-21 12:39:41.480,2019-01-21 12:39:23.480
2019-01-21 12:39:57.860,2019-01-21 12:39:41.480
2019-01-21 12:40:16.820,2019-01-21 12:39:57.860
2019-01-21 12:40:36.410,2019-01-21 12:40:16.820
2019-01-21 12:40:54.220,2019-01-21 12:40:36.410
2019-01-21 12:41:10.740,2019-01-21 12:40:54.220
2019-01-21 12:41:30.500,2019-01-21 12:41:10.740
2019-01-21 12:41:49.680,2019-01-21 12:41:30.500
2019-01-21 12:42:07.380,2019-01-21 12:41:49.680
2019-01-21 12:42:24.850,2019-01-21 12:42:07.380
2019-01-21 12:42:42.090,2019-01-21 12:42:24.850
2019-01-21 12:42:59.670,2019-01-21 12:42:42.090
2019-01-21 12:43:17.050,2019-01-21 12:42:59.670
2019-01-21 12:43:35.730,2019-01-21 12:43:17.050
2019-01-21 12:43:54.680,2019-01-21 12:43:35.730
2019-01-21 12:44:12.160,2019-01-21 12:43:54.680
2019-01-21 12:44:29.570,2019-01-21 12:44:12.160
2019-01-21 12:44:46.950,2019-01-21 12:44:29.570
2019-01-21 12:45:04.400,2019-01-21 12:44:46.950
2019-01-21 12:45:22.120,2019-01-21 12:45:04.400
2019-01-21 12:45:39.590,2019-01-21 12:45:22.120
2019-01-21 12:45:57.140,2019-01-21 12:45:39.590
2019-01-21 12:46:14.710,2019-01-21 12:45:57.140
2019-01-21 12:46:32.320,2019-01-21 12:46:14.710
2019-01-21 12:46:50.030,2019-01-21 12:46:32.320
2019-01-21 12:47:09.250,2019-01-21 12:46:50.030
2019-01-21 12:47:28.340,2019-01-21 12:47:09.250
2019-01-21 12:47:46.790,2019-01-21 12:47:28.340
2019-01-21 12:48:05.510,2019-01-21 12:47:46.790
2019-01-21 12:48:23.930,2019-01-21 12:48:05.510
2019-01-21 12:48:40.960,2019-01-21 12:48:23.930
2019-01-21 12:48:58.280,2019-01-21 12:48:40.960
2019-01-21 12:49:17.120,2019-01-21 12:48:58.280
2019-01-21 12:49:36.300,2019-01-21 12:49:17.120
