Roll_date,Roll_time,Roll_milliseconds,Roll_angle
2019-08-19,21:41:21,544,-2.51
2019-08-19,21:41:21,644,-2.54
2019-08-19,21:41:21,744,-2.56
2019-08-19,21:41:21,844,-2.57
2019-08-19,21:41:21,944,-2.58
2019-08-19,21:41:22,044,-2.57
2019-08-19,21:41:22,144,-2.56
2019-08-19,21:41:22,244,-2.55
2019-08-19,21:41:22,344,-2.52
2019-08-19,21:41:22,444,-2.5
2019-08-19,21:41:22,544,-2.46
2019-08-19,21:41:22,644,-2.42
2019-08-19,21:41:22,744,-2.38
2019-08-19,21:41:22,844,-2.33
2019-08-19,21:41:22,944,-2.27
2019-08-19,21:41:23,044,-2.21
2019-08-19,21:41:23,144,-2.15
2019-08-19,21:41:23,244,-2.08
2019-08-19,21:41:23,344,-2.01
2019-08-19,21:41:23,444,-1.93
2019-08-19,21:41:23,544,-1.86
2019-08-19,21:41:23,644,-1.78
2019-08-19,21:41:23,744,-1.69
2019-08-19,21:41:23,844,-1.61
2019-08-19,21:41:23,944,-1.52
2019-08-19,21:41:24,044,-1.43
2019-08-19,21:41:24,144,-1.34
2019-08-19,21:41:24,244,-1.26
2019-08-19,21:41:24,344,-1.17
2019-08-19,21:41:24,444,-1.08
2019-08-19,21:41:24,544,-0.99
2019-08-19,21:41:24,644,-0.91
2019-08-19,21:41:24,744,-0.83
2019-08-19,21:41:24,844,-0.75
2019-08-19,21:41:24,944,-0.67
2019-08-19,21:41:25,044,-0.6
2019-08-19,21:41:25,144,-0.53
2019-08-19,21:41:25,244,-0.47
2019-08-19,21:41:25,344,-0.41
2019-08-19,21:41:25,444,-0.35
2019-08-19,21:41:25,544,-0.3
2019-08-19,21:41:25,644,-0.25
2019-08-19,21:41:25,744,-0.2
2019-08-19,21:41:25,844,-0.15
2019-08-19,21:41:25,944,-0.11
2019-08-19,21:41:26,044,-0.07
2019-08-19,21:41:26,144,-0.04
2019-08-19,21:41:26,244,0
2019-08-19,21:41:26,343,0.03
2019-08-19,21:41:26,443,0.05
2019-08-19,21:41:26,543,0.07
2019-08-19,21:41:26,643,0.09
2019-08-19,21:41:26,744,0.11
2019-08-19,21:41:26,843,0.12
2019-08-19,21:41:26,943,0.13
2019-08-19,21:41:27,044,0.13
2019-08-19,21:41:27,143,0.13
2019-08-19,21:41:27,243,0.13
2019-08-19,21:41:27,343,0.12
2019-08-19,21:41:27,443,0.11
2019-08-19,21:41:27,543,0.09
2019-08-19,21:41:27,643,0.07
2019-08-19,21:41:27,743,0.05
2019-08-19,21:41:27,843,0.02
2019-08-19,21:41:27,943,-0.01
2019-08-19,21:41:28,043,-0.05
2019-08-19,21:41:28,143,-0.1
2019-08-19,21:41:28,243,-0.14
2019-08-19,21:41:28,343,-0.19
2019-08-19,21:41:28,443,-0.25
2019-08-19,21:41:28,543,-0.31
2019-08-19,21:41:28,643,-0.37
2019-08-19,21:41:28,743,-0.43
2019-08-19,21:41:28,843,-0.49
2019-08-19,21:41:28,943,-0.56
2019-08-19,21:41:29,043,-0.62
2019-08-19,21:41:29,143,-0.69
2019-08-19,21:41:29,243,-0.75
2019-08-19,21:41:29,343,-0.81
2019-08-19,21:41:29,443,-0.88
2019-08-19,21:41:29,543,-0.94
2019-08-19,21:41:29,643,-1
2019-08-19,21:41:29,743,-1.05
2019-08-19,21:41:29,843,-1.11
2019-08-19,21:41:29,944,-1.17
2019-08-19,21:41:30,044,-1.22
2019-08-19,21:41:30,144,-1.27
2019-08-19,21:41:30,244,-1.31
2019-08-19,21:41:30,344,-1.36
2019-08-19,21:41:30,444,-1.4
2019-08-19,21:41:30,544,-1.43
2019-08-19,21:41:30,644,-1.47
2019-08-19,21:41:30,744,-1.5
2019-08-19,21:41:30,844,-1.53
2019-08-19,21:41:30,944,-1.55
2019-08-19,21:41:31,044,-1.57
2019-08-19,21:41:31,144,-1.59
2019-08-19,21:41:31,244,-1.6
2019-08-19,21:41:31,344,-1.61
2019-08-19,21:41:31,444,-1.61
2019-08-19,21:41:31,544,-1.61
2019-08-19,21:41:31,644,-1.61
2019-08-19,21:41:31,744,-1.61
2019-08-19,21:41:31,844,-1.6
2019-08-19,21:41:31,944,-1.58
2019-08-19,21:41:32,044,-1.56
2019-08-19,21:41:32,144,-1.54
2019-08-19,21:41:32,244,-1.51
2019-08-19,21:41:32,344,-1.48
2019-08-19,21:41:32,444,-1.44
2019-08-19,21:41:32,544,-1.4
2019-08-19,21:41:32,644,-1.35
2019-08-19,21:41:32,744,-1.3
2019-08-19,21:41:32,844,-1.25
2019-08-19,21:41:32,944,-1.19
2019-08-19,21:41:33,044,-1.13
2019-08-19,21:41:33,144,-1.07
2019-08-19,21:41:33,244,-1.01
2019-08-19,21:41:33,344,-0.95
2019-08-19,21:41:33,444,-0.89
2019-08-19,21:41:33,544,-0.83
2019-08-19,21:41:33,644,-0.77
2019-08-19,21:41:33,744,-0.71
2019-08-19,21:41:33,844,-0.65
2019-08-19,21:41:33,944,-0.6
2019-08-19,21:41:34,044,-0.55
2019-08-19,21:41:34,144,-0.5
2019-08-19,21:41:34,244,-0.45
2019-08-19,21:41:34,344,-0.4
2019-08-19,21:41:34,444,-0.36
2019-08-19,21:41:34,544,-0.32
2019-08-19,21:41:34,644,-0.28
2019-08-19,21:41:34,744,-0.25
2019-08-19,21:41:34,844,-0.22
2019-08-19,21:41:34,944,-0.19
2019-08-19,21:41:35,044,-0.17
2019-08-19,21:41:35,144,-0.16
2019-08-19,21:41:35,244,-0.15
2019-08-19,21:41:35,344,-0.14
2019-08-19,21:41:35,444,-0.14
2019-08-19,21:41:35,544,-0.15
2019-08-19,21:41:35,644,-0.16
2019-08-19,21:41:35,744,-0.18
2019-08-19,21:41:35,844,-0.2
2019-08-19,21:41:35,944,-0.23
2019-08-19,21:41:36,044,-0.26
2019-08-19,21:41:36,144,-0.3
2019-08-19,21:41:36,244,-0.34
2019-08-19,21:41:36,344,-0.39
2019-08-19,21:41:36,444,-0.44
2019-08-19,21:41:36,544,-0.5
2019-08-19,21:41:36,644,-0.56
2019-08-19,21:41:36,744,-0.63
2019-08-19,21:41:36,844,-0.69
2019-08-19,21:41:36,944,-0.76
2019-08-19,21:41:37,044,-0.83
2019-08-19,21:41:37,144,-0.9
2019-08-19,21:41:37,244,-0.97
2019-08-19,21:41:37,344,-1.04
2019-08-19,21:41:37,444,-1.1
2019-08-19,21:41:37,544,-1.17
2019-08-19,21:41:37,644,-1.23
2019-08-19,21:41:37,744,-1.3
2019-08-19,21:41:37,844,-1.35
2019-08-19,21:41:37,944,-1.41
2019-08-19,21:41:38,044,-1.46
2019-08-19,21:41:38,144,-1.51
2019-08-19,21:41:38,244,-1.56
2019-08-19,21:41:38,344,-1.59
2019-08-19,21:41:38,444,-1.63
2019-08-19,21:41:38,544,-1.66
2019-08-19,21:41:38,644,-1.68
2019-08-19,21:41:38,744,-1.7
2019-08-19,21:41:38,844,-1.72
2019-08-19,21:41:38,944,-1.73
2019-08-19,21:41:39,044,-1.74
2019-08-19,21:41:39,144,-1.74
2019-08-19,21:41:39,244,-1.74
2019-08-19,21:41:39,344,-1.74
2019-08-19,21:41:39,444,-1.74
2019-08-19,21:41:39,544,-1.73
2019-08-19,21:41:39,644,-1.72
2019-08-19,21:41:39,744,-1.71
2019-08-19,21:41:39,844,-1.7
2019-08-19,21:41:39,944,-1.68
2019-08-19,21:41:40,044,-1.66
2019-08-19,21:41:40,144,-1.64
2019-08-19,21:41:40,244,-1.61
2019-08-19,21:41:40,344,-1.58
2019-08-19,21:41:40,444,-1.55
2019-08-19,21:41:40,544,-1.52
2019-08-19,21:41:40,644,-1.48
2019-08-19,21:41:40,744,-1.44
2019-08-19,21:41:40,844,-1.4
2019-08-19,21:41:40,944,-1.36
2019-08-19,21:41:41,044,-1.32
2019-08-19,21:41:41,144,-1.27
2019-08-19,21:41:41,243,-1.22
2019-08-19,21:41:41,344,-1.18
2019-08-19,21:41:41,444,-1.13
2019-08-19,21:41:41,544,-1.08
2019-08-19,21:41:41,643,-1.03
2019-08-19,21:41:41,743,-0.99
2019-08-19,21:41:41,843,-0.94
2019-08-19,21:41:41,944,-0.89
2019-08-19,21:41:42,043,-0.85
2019-08-19,21:41:42,143,-0.81
2019-08-19,21:41:42,243,-0.77
2019-08-19,21:41:42,343,-0.73
2019-08-19,21:41:42,443,-0.7
2019-08-19,21:41:42,543,-0.66
2019-08-19,21:41:42,643,-0.63
2019-08-19,21:41:42,743,-0.61
2019-08-19,21:41:42,843,-0.58
2019-08-19,21:41:42,943,-0.56
2019-08-19,21:41:43,043,-0.54
2019-08-19,21:41:43,143,-0.53
2019-08-19,21:41:43,243,-0.52
2019-08-19,21:41:43,343,-0.51
2019-08-19,21:41:43,443,-0.5
2019-08-19,21:41:43,543,-0.5
2019-08-19,21:41:43,643,-0.5
2019-08-19,21:41:43,743,-0.5
2019-08-19,21:41:43,843,-0.5
2019-08-19,21:41:43,943,-0.51
2019-08-19,21:41:44,043,-0.52
2019-08-19,21:41:44,143,-0.53
2019-08-19,21:41:44,243,-0.54
2019-08-19,21:41:44,343,-0.55
2019-08-19,21:41:44,443,-0.56
2019-08-19,21:41:44,543,-0.58
2019-08-19,21:41:44,643,-0.59
2019-08-19,21:41:44,743,-0.61
2019-08-19,21:41:44,843,-0.62
2019-08-19,21:41:44,944,-0.64
2019-08-19,21:41:45,044,-0.66
2019-08-19,21:41:45,144,-0.68
2019-08-19,21:41:45,244,-0.7
2019-08-19,21:41:45,344,-0.72
2019-08-19,21:41:45,444,-0.75
2019-08-19,21:41:45,544,-0.77
2019-08-19,21:41:45,644,-0.8
2019-08-19,21:41:45,744,-0.83
2019-08-19,21:41:45,844,-0.86
2019-08-19,21:41:45,944,-0.89
2019-08-19,21:41:46,044,-0.92
2019-08-19,21:41:46,144,-0.95
2019-08-19,21:41:46,244,-0.98
2019-08-19,21:41:46,344,-1.01
2019-08-19,21:41:46,444,-1.04
2019-08-19,21:41:46,544,-1.07
2019-08-19,21:41:46,644,-1.09
2019-08-19,21:41:46,744,-1.12
2019-08-19,21:41:46,844,-1.13
2019-08-19,21:41:46,944,-1.15
2019-08-19,21:41:47,044,-1.15
2019-08-19,21:41:47,144,-1.16
2019-08-19,21:41:47,244,-1.15
2019-08-19,21:41:47,344,-1.14
2019-08-19,21:41:47,444,-1.13
2019-08-19,21:41:47,544,-1.1
2019-08-19,21:41:47,644,-1.07
2019-08-19,21:41:47,744,-1.04
2019-08-19,21:41:47,844,-1
2019-08-19,21:41:47,944,-0.96
2019-08-19,21:41:48,044,-0.91
2019-08-19,21:41:48,144,-0.86
2019-08-19,21:41:48,244,-0.81
2019-08-19,21:41:48,344,-0.76
2019-08-19,21:41:48,444,-0.7
2019-08-19,21:41:48,544,-0.65
2019-08-19,21:41:48,644,-0.6
2019-08-19,21:41:48,744,-0.55
2019-08-19,21:41:48,844,-0.5
2019-08-19,21:41:48,944,-0.45
2019-08-19,21:41:49,044,-0.4
2019-08-19,21:41:49,144,-0.36
2019-08-19,21:41:49,244,-0.32
2019-08-19,21:41:49,344,-0.29
2019-08-19,21:41:49,444,-0.26
2019-08-19,21:41:49,544,-0.23
2019-08-19,21:41:49,644,-0.21
2019-08-19,21:41:49,744,-0.19
2019-08-19,21:41:49,844,-0.18
2019-08-19,21:41:49,944,-0.17
2019-08-19,21:41:50,044,-0.17
2019-08-19,21:41:50,144,-0.17
2019-08-19,21:41:50,244,-0.18
2019-08-19,21:41:50,344,-0.18
2019-08-19,21:41:50,444,-0.19
2019-08-19,21:41:50,544,-0.21
2019-08-19,21:41:50,644,-0.22
2019-08-19,21:41:50,744,-0.24
2019-08-19,21:41:50,844,-0.26
2019-08-19,21:41:50,944,-0.28
2019-08-19,21:41:51,044,-0.3
2019-08-19,21:41:51,144,-0.32
2019-08-19,21:41:51,244,-0.34
2019-08-19,21:41:51,344,-0.37
2019-08-19,21:41:51,444,-0.39
2019-08-19,21:41:51,544,-0.41
2019-08-19,21:41:51,644,-0.43
2019-08-19,21:41:51,744,-0.45
2019-08-19,21:41:51,844,-0.47
2019-08-19,21:41:51,944,-0.49
2019-08-19,21:41:52,044,-0.5
2019-08-19,21:41:52,144,-0.52
2019-08-19,21:41:52,244,-0.53
2019-08-19,21:41:52,344,-0.55
2019-08-19,21:41:52,444,-0.56
2019-08-19,21:41:52,544,-0.57
2019-08-19,21:41:52,644,-0.57
2019-08-19,21:41:52,744,-0.58
2019-08-19,21:41:52,844,-0.58
2019-08-19,21:41:52,944,-0.59
2019-08-19,21:41:53,044,-0.59
2019-08-19,21:41:53,144,-0.58
2019-08-19,21:41:53,244,-0.58
2019-08-19,21:41:53,344,-0.58
2019-08-19,21:41:53,444,-0.58
2019-08-19,21:41:53,544,-0.58
2019-08-19,21:41:53,644,-0.58
2019-08-19,21:41:53,744,-0.57
2019-08-19,21:41:53,844,-0.57
2019-08-19,21:41:53,944,-0.57
2019-08-19,21:41:54,044,-0.58
2019-08-19,21:41:54,144,-0.58
2019-08-19,21:41:54,244,-0.58
2019-08-19,21:41:54,344,-0.58
2019-08-19,21:41:54,444,-0.59
2019-08-19,21:41:54,544,-0.6
2019-08-19,21:41:54,644,-0.6
2019-08-19,21:41:54,744,-0.61
2019-08-19,21:41:54,844,-0.61
2019-08-19,21:41:54,944,-0.62
2019-08-19,21:41:55,044,-0.62
2019-08-19,21:41:55,144,-0.63
2019-08-19,21:41:55,244,-0.63
2019-08-19,21:41:55,344,-0.63
2019-08-19,21:41:55,444,-0.63
2019-08-19,21:41:55,544,-0.63
2019-08-19,21:41:55,644,-0.63
2019-08-19,21:41:55,744,-0.62
2019-08-19,21:41:55,844,-0.62
2019-08-19,21:41:55,944,-0.61
2019-08-19,21:41:56,044,-0.6
2019-08-19,21:41:56,144,-0.59
2019-08-19,21:41:56,244,-0.59
2019-08-19,21:41:56,344,-0.58
2019-08-19,21:41:56,444,-0.57
2019-08-19,21:41:56,543,-0.56
2019-08-19,21:41:56,643,-0.56
2019-08-19,21:41:56,744,-0.55
2019-08-19,21:41:56,844,-0.55
2019-08-19,21:41:56,944,-0.55
2019-08-19,21:41:57,043,-0.55
2019-08-19,21:41:57,143,-0.55
2019-08-19,21:41:57,243,-0.55
2019-08-19,21:41:57,343,-0.56
2019-08-19,21:41:57,444,-0.57
2019-08-19,21:41:57,544,-0.58
2019-08-19,21:41:57,643,-0.6
2019-08-19,21:41:57,743,-0.62
2019-08-19,21:41:57,843,-0.64
2019-08-19,21:41:57,943,-0.67
2019-08-19,21:41:58,043,-0.7
2019-08-19,21:41:58,143,-0.73
2019-08-19,21:41:58,243,-0.77
2019-08-19,21:41:58,343,-0.82
2019-08-19,21:41:58,443,-0.86
2019-08-19,21:41:58,543,-0.92
2019-08-19,21:41:58,643,-0.97
2019-08-19,21:41:58,743,-1.03
2019-08-19,21:41:58,843,-1.1
2019-08-19,21:41:58,943,-1.16
2019-08-19,21:41:59,043,-1.23
2019-08-19,21:41:59,143,-1.29
2019-08-19,21:41:59,243,-1.36
2019-08-19,21:41:59,343,-1.42
2019-08-19,21:41:59,443,-1.48
2019-08-19,21:41:59,543,-1.54
2019-08-19,21:41:59,643,-1.6
2019-08-19,21:41:59,743,-1.65
2019-08-19,21:41:59,843,-1.69
2019-08-19,21:41:59,944,-1.73
2019-08-19,21:42:00,044,-1.77
2019-08-19,21:42:00,144,-1.8
2019-08-19,21:42:00,244,-1.82
2019-08-19,21:42:00,344,-1.83
2019-08-19,21:42:00,444,-1.84
2019-08-19,21:42:00,544,-1.84
2019-08-19,21:42:00,644,-1.83
2019-08-19,21:42:00,744,-1.81
2019-08-19,21:42:00,844,-1.79
2019-08-19,21:42:00,944,-1.76
2019-08-19,21:42:01,044,-1.72
2019-08-19,21:42:01,144,-1.67
2019-08-19,21:42:01,244,-1.61
2019-08-19,21:42:01,344,-1.55
2019-08-19,21:42:01,444,-1.48
2019-08-19,21:42:01,544,-1.41
2019-08-19,21:42:01,644,-1.33
2019-08-19,21:42:01,744,-1.25
2019-08-19,21:42:01,844,-1.16
2019-08-19,21:42:01,944,-1.07
2019-08-19,21:42:02,044,-0.98
2019-08-19,21:42:02,144,-0.89
2019-08-19,21:42:02,244,-0.8
2019-08-19,21:42:02,344,-0.71
2019-08-19,21:42:02,444,-0.62
2019-08-19,21:42:02,544,-0.54
2019-08-19,21:42:02,644,-0.45
2019-08-19,21:42:02,744,-0.37
2019-08-19,21:42:02,844,-0.29
2019-08-19,21:42:02,944,-0.22
2019-08-19,21:42:03,044,-0.14
2019-08-19,21:42:03,144,-0.08
2019-08-19,21:42:03,244,-0.01
2019-08-19,21:42:03,344,0.05
2019-08-19,21:42:03,444,0.1
2019-08-19,21:42:03,544,0.15
2019-08-19,21:42:03,644,0.19
2019-08-19,21:42:03,744,0.23
2019-08-19,21:42:03,844,0.25
2019-08-19,21:42:03,944,0.28
2019-08-19,21:42:04,044,0.29
2019-08-19,21:42:04,144,0.3
2019-08-19,21:42:04,244,0.3
2019-08-19,21:42:04,344,0.3
2019-08-19,21:42:04,444,0.29
2019-08-19,21:42:04,544,0.27
2019-08-19,21:42:04,644,0.24
2019-08-19,21:42:04,744,0.21
2019-08-19,21:42:04,844,0.17
2019-08-19,21:42:04,944,0.12
2019-08-19,21:42:05,044,0.07
2019-08-19,21:42:05,144,0.02
2019-08-19,21:42:05,244,-0.04
2019-08-19,21:42:05,344,-0.1
2019-08-19,21:42:05,444,-0.16
2019-08-19,21:42:05,544,-0.22
2019-08-19,21:42:05,644,-0.29
2019-08-19,21:42:05,744,-0.35
2019-08-19,21:42:05,844,-0.42
2019-08-19,21:42:05,944,-0.48
2019-08-19,21:42:06,044,-0.55
2019-08-19,21:42:06,144,-0.61
2019-08-19,21:42:06,244,-0.67
2019-08-19,21:42:06,344,-0.72
2019-08-19,21:42:06,444,-0.78
2019-08-19,21:42:06,544,-0.83
2019-08-19,21:42:06,644,-0.88
2019-08-19,21:42:06,744,-0.93
2019-08-19,21:42:06,844,-0.98
2019-08-19,21:42:06,944,-1.02
2019-08-19,21:42:07,044,-1.06
2019-08-19,21:42:07,144,-1.1
2019-08-19,21:42:07,244,-1.13
2019-08-19,21:42:07,344,-1.16
2019-08-19,21:42:07,444,-1.19
2019-08-19,21:42:07,544,-1.21
2019-08-19,21:42:07,644,-1.23
2019-08-19,21:42:07,744,-1.25
2019-08-19,21:42:07,844,-1.26
2019-08-19,21:42:07,944,-1.26
2019-08-19,21:42:08,044,-1.26
2019-08-19,21:42:08,144,-1.26
2019-08-19,21:42:08,244,-1.25
2019-08-19,21:42:08,344,-1.24
2019-08-19,21:42:08,444,-1.22
2019-08-19,21:42:08,544,-1.2
2019-08-19,21:42:08,644,-1.17
2019-08-19,21:42:08,744,-1.14
2019-08-19,21:42:08,844,-1.1
2019-08-19,21:42:08,944,-1.06
2019-08-19,21:42:09,044,-1.02
2019-08-19,21:42:09,144,-0.97
2019-08-19,21:42:09,244,-0.92
2019-08-19,21:42:09,344,-0.87
2019-08-19,21:42:09,444,-0.81
2019-08-19,21:42:09,544,-0.75
2019-08-19,21:42:09,644,-0.69
2019-08-19,21:42:09,744,-0.63
2019-08-19,21:42:09,844,-0.56
2019-08-19,21:42:09,944,-0.5
2019-08-19,21:42:10,044,-0.43
2019-08-19,21:42:10,144,-0.37
2019-08-19,21:42:10,244,-0.3
2019-08-19,21:42:10,344,-0.24
2019-08-19,21:42:10,444,-0.18
2019-08-19,21:42:10,544,-0.12
2019-08-19,21:42:10,644,-0.07
2019-08-19,21:42:10,744,-0.01
2019-08-19,21:42:10,844,0.04
2019-08-19,21:42:10,944,0.08
2019-08-19,21:42:11,044,0.13
2019-08-19,21:42:11,144,0.17
2019-08-19,21:42:11,244,0.2
2019-08-19,21:42:11,344,0.23
2019-08-19,21:42:11,444,0.26
2019-08-19,21:42:11,544,0.28
2019-08-19,21:42:11,644,0.29
2019-08-19,21:42:11,744,0.29
2019-08-19,21:42:11,843,0.29
2019-08-19,21:42:11,944,0.28
2019-08-19,21:42:12,043,0.27
2019-08-19,21:42:12,144,0.25
2019-08-19,21:42:12,243,0.22
2019-08-19,21:42:12,343,0.18
2019-08-19,21:42:12,443,0.14
2019-08-19,21:42:12,543,0.1
2019-08-19,21:42:12,644,0.05
2019-08-19,21:42:12,743,-0.01
2019-08-19,21:42:12,843,-0.06
2019-08-19,21:42:12,943,-0.11
2019-08-19,21:42:13,043,-0.17
2019-08-19,21:42:13,143,-0.22
2019-08-19,21:42:13,243,-0.26
2019-08-19,21:42:13,343,-0.31
2019-08-19,21:42:13,443,-0.35
2019-08-19,21:42:13,543,-0.39
2019-08-19,21:42:13,643,-0.42
2019-08-19,21:42:13,743,-0.46
2019-08-19,21:42:13,843,-0.49
2019-08-19,21:42:13,943,-0.52
2019-08-19,21:42:14,043,-0.55
2019-08-19,21:42:14,143,-0.57
2019-08-19,21:42:14,243,-0.59
2019-08-19,21:42:14,343,-0.62
2019-08-19,21:42:14,443,-0.64
2019-08-19,21:42:14,543,-0.66
2019-08-19,21:42:14,643,-0.68
2019-08-19,21:42:14,743,-0.7
2019-08-19,21:42:14,843,-0.71
2019-08-19,21:42:14,944,-0.73
2019-08-19,21:42:15,044,-0.75
2019-08-19,21:42:15,144,-0.77
2019-08-19,21:42:15,244,-0.79
2019-08-19,21:42:15,344,-0.81
2019-08-19,21:42:15,444,-0.83
2019-08-19,21:42:15,544,-0.85
2019-08-19,21:42:15,644,-0.87
2019-08-19,21:42:15,744,-0.89
2019-08-19,21:42:15,844,-0.91
2019-08-19,21:42:15,944,-0.93
2019-08-19,21:42:16,044,-0.96
2019-08-19,21:42:16,144,-0.98
2019-08-19,21:42:16,244,-1
2019-08-19,21:42:16,344,-1.02
2019-08-19,21:42:16,444,-1.04
2019-08-19,21:42:16,544,-1.07
2019-08-19,21:42:16,644,-1.09
2019-08-19,21:42:16,744,-1.11
2019-08-19,21:42:16,844,-1.13
2019-08-19,21:42:16,944,-1.15
2019-08-19,21:42:17,044,-1.17
2019-08-19,21:42:17,144,-1.18
2019-08-19,21:42:17,244,-1.2
2019-08-19,21:42:17,344,-1.21
2019-08-19,21:42:17,444,-1.22
2019-08-19,21:42:17,544,-1.23
2019-08-19,21:42:17,644,-1.24
2019-08-19,21:42:17,744,-1.25
2019-08-19,21:42:17,844,-1.25
2019-08-19,21:42:17,944,-1.25
2019-08-19,21:42:18,044,-1.26
2019-08-19,21:42:18,144,-1.26
2019-08-19,21:42:18,244,-1.26
2019-08-19,21:42:18,344,-1.26
2019-08-19,21:42:18,444,-1.25
2019-08-19,21:42:18,544,-1.25
2019-08-19,21:42:18,644,-1.25
2019-08-19,21:42:18,744,-1.25
2019-08-19,21:42:18,844,-1.24
2019-08-19,21:42:18,944,-1.24
2019-08-19,21:42:19,044,-1.24
2019-08-19,21:42:19,144,-1.23
2019-08-19,21:42:19,244,-1.23
2019-08-19,21:42:19,344,-1.23
2019-08-19,21:42:19,444,-1.23
2019-08-19,21:42:19,544,-1.23
2019-08-19,21:42:19,644,-1.23
2019-08-19,21:42:19,744,-1.24
2019-08-19,21:42:19,844,-1.24
2019-08-19,21:42:19,944,-1.25
2019-08-19,21:42:20,044,-1.26
2019-08-19,21:42:20,144,-1.27
2019-08-19,21:42:20,244,-1.28
2019-08-19,21:42:20,344,-1.29
2019-08-19,21:42:20,444,-1.29
2019-08-19,21:42:20,544,-1.3
2019-08-19,21:42:20,644,-1.3
2019-08-19,21:42:20,744,-1.3
2019-08-19,21:42:20,844,-1.3
2019-08-19,21:42:20,944,-1.29
2019-08-19,21:42:21,044,-1.28
2019-08-19,21:42:21,144,-1.27
2019-08-19,21:42:21,244,-1.25
2019-08-19,21:42:21,344,-1.23
2019-08-19,21:42:21,444,-1.2
2019-08-19,21:42:21,544,-1.17
2019-08-19,21:42:21,644,-1.14
2019-08-19,21:42:21,744,-1.11
2019-08-19,21:42:21,844,-1.07
2019-08-19,21:42:21,944,-1.03
2019-08-19,21:42:22,044,-0.99
2019-08-19,21:42:22,144,-0.95
2019-08-19,21:42:22,244,-0.9
2019-08-19,21:42:22,344,-0.86
2019-08-19,21:42:22,444,-0.82
2019-08-19,21:42:22,544,-0.77
2019-08-19,21:42:22,644,-0.73
2019-08-19,21:42:22,744,-0.69
2019-08-19,21:42:22,844,-0.65
2019-08-19,21:42:22,944,-0.62
2019-08-19,21:42:23,044,-0.59
2019-08-19,21:42:23,144,-0.56
2019-08-19,21:42:23,244,-0.53
2019-08-19,21:42:23,344,-0.52
2019-08-19,21:42:23,444,-0.5
2019-08-19,21:42:23,544,-0.49
2019-08-19,21:42:23,644,-0.49
2019-08-19,21:42:23,744,-0.49
2019-08-19,21:42:23,844,-0.49
2019-08-19,21:42:23,944,-0.5
2019-08-19,21:42:24,044,-0.51
2019-08-19,21:42:24,144,-0.53
2019-08-19,21:42:24,244,-0.54
2019-08-19,21:42:24,344,-0.57
2019-08-19,21:42:24,444,-0.59
2019-08-19,21:42:24,544,-0.62
2019-08-19,21:42:24,644,-0.64
2019-08-19,21:42:24,744,-0.67
2019-08-19,21:42:24,844,-0.7
2019-08-19,21:42:24,944,-0.73
2019-08-19,21:42:25,044,-0.75
2019-08-19,21:42:25,144,-0.78
2019-08-19,21:42:25,244,-0.8
2019-08-19,21:42:25,344,-0.83
2019-08-19,21:42:25,444,-0.85
2019-08-19,21:42:25,544,-0.87
2019-08-19,21:42:25,644,-0.88
2019-08-19,21:42:25,744,-0.89
2019-08-19,21:42:25,844,-0.9
2019-08-19,21:42:25,944,-0.91
2019-08-19,21:42:26,044,-0.92
2019-08-19,21:42:26,144,-0.92
2019-08-19,21:42:26,244,-0.92
2019-08-19,21:42:26,344,-0.92
2019-08-19,21:42:26,444,-0.92
2019-08-19,21:42:26,544,-0.92
2019-08-19,21:42:26,643,-0.92
2019-08-19,21:42:26,743,-0.91
2019-08-19,21:42:26,844,-0.91
2019-08-19,21:42:26,943,-0.9
2019-08-19,21:42:27,044,-0.9
2019-08-19,21:42:27,143,-0.89
2019-08-19,21:42:27,243,-0.88
2019-08-19,21:42:27,343,-0.87
2019-08-19,21:42:27,443,-0.86
2019-08-19,21:42:27,543,-0.85
2019-08-19,21:42:27,643,-0.84
2019-08-19,21:42:27,743,-0.83
2019-08-19,21:42:27,843,-0.82
2019-08-19,21:42:27,943,-0.8
2019-08-19,21:42:28,043,-0.79
2019-08-19,21:42:28,143,-0.77
2019-08-19,21:42:28,243,-0.75
2019-08-19,21:42:28,343,-0.73
2019-08-19,21:42:28,443,-0.71
2019-08-19,21:42:28,543,-0.69
2019-08-19,21:42:28,643,-0.66
2019-08-19,21:42:28,743,-0.63
2019-08-19,21:42:28,843,-0.6
2019-08-19,21:42:28,943,-0.56
2019-08-19,21:42:29,044,-0.53
2019-08-19,21:42:29,143,-0.49
2019-08-19,21:42:29,243,-0.44
2019-08-19,21:42:29,343,-0.4
2019-08-19,21:42:29,443,-0.35
2019-08-19,21:42:29,543,-0.3
2019-08-19,21:42:29,643,-0.25
2019-08-19,21:42:29,743,-0.2
2019-08-19,21:42:29,843,-0.15
2019-08-19,21:42:29,944,-0.1
2019-08-19,21:42:30,044,-0.04
2019-08-19,21:42:30,144,0.01
2019-08-19,21:42:30,244,0.06
2019-08-19,21:42:30,344,0.11
2019-08-19,21:42:30,444,0.16
2019-08-19,21:42:30,544,0.21
2019-08-19,21:42:30,644,0.26
2019-08-19,21:42:30,744,0.3
2019-08-19,21:42:30,844,0.34
2019-08-19,21:42:30,944,0.37
2019-08-19,21:42:31,044,0.41
2019-08-19,21:42:31,144,0.43
2019-08-19,21:42:31,244,0.45
2019-08-19,21:42:31,344,0.46
2019-08-19,21:42:31,444,0.47
2019-08-19,21:42:31,544,0.47
2019-08-19,21:42:31,644,0.46
